Date,Close,High,Low,Open,Volume,Stock
2025-07-28,1004.25,1010.7000122070312,1000.25,1001.5,12059580,HDFC BANK
2025-07-29,1010.7999877929688,1013.25,998.1500244140625,999.9500122070312,19895696,HDFC BANK
2025-07-30,1012.9000244140625,1016.2999877929688,1008.5,1014.0,15154036,HDFC BANK
2025-07-31,1009.0999755859375,1015.7000122070312,1004.0,1007.2999877929688,22183032,HDFC BANK
2025-08-01,1006.0999755859375,1014.1500244140625,1004.6500244140625,1007.0,11317258,HDFC BANK
2025-08-04,996.0,1009.25,994.0499877929688,1005.0499877929688,13933946,HDFC BANK
2025-08-05,988.7999877929688,997.2000122070312,982.75,993.25,23978058,HDFC BANK
2025-08-06,992.6500244140625,994.0,985.0,985.5499877929688,14080204,HDFC BANK
2025-08-07,997.7000122070312,1000.7999877929688,988.4000244140625,990.0499877929688,13081186,HDFC BANK
2025-08-08,986.9500122070312,996.4000244140625,985.0,993.5499877929688,13895264,HDFC BANK
2025-08-11,997.7999877929688,998.7999877929688,986.5499877929688,987.9500122070312,9105854,HDFC BANK
2025-08-12,984.9500122070312,998.0,983.75,995.9500122070312,12937802,HDFC BANK
2025-08-13,990.1500244140625,997.0,984.5499877929688,997.0,13577396,HDFC BANK
2025-08-14,995.5499877929688,998.0,985.5999755859375,989.0,17511716,HDFC BANK
2025-08-18,1001.7999877929688,1013.2999877929688,997.7999877929688,1005.0,19284796,HDFC BANK
2025-08-19,995.5499877929688,1003.0499877929688,993.3499755859375,999.1500244140625,12352438,HDFC BANK
2025-08-20,994.0999755859375,996.0,989.5,993.5,9950228,HDFC BANK
2025-08-21,995.5999755859375,998.75,991.5999755859375,998.75,12439850,HDFC BANK
2025-08-22,982.2999877929688,998.0,978.5499877929688,994.9500122070312,19833502,HDFC BANK
2025-08-25,982.0499877929688,988.7000122070312,978.5,980.0999755859375,17518044,HDFC BANK
2025-08-26,973.4000244140625,985.7000122070312,968.0,979.5,16917731,HDFC BANK
2025-08-28,957.7999877929688,972.2000122070312,955.0,967.0,25438255,HDFC BANK
2025-08-29,951.5999755859375,963.2999877929688,950.0999755859375,954.0,14823813,HDFC BANK
2025-09-01,950.5999755859375,957.4500122070312,946.3499755859375,949.5999755859375,20178344,HDFC BANK
2025-09-02,944.5,954.7999877929688,944.0,951.0,14196320,HDFC BANK
2025-09-03,954.4500122070312,956.2999877929688,940.0,945.0,16083481,HDFC BANK
2025-09-04,961.25,965.7000122070312,956.25,960.2000122070312,17597657,HDFC BANK
2025-09-05,963.4000244140625,967.5,954.0499877929688,967.5,11602111,HDFC BANK
2025-09-08,966.0,973.1500244140625,960.4500122070312,969.0,11711307,HDFC BANK
2025-09-09,965.1500244140625,974.4000244140625,962.7000122070312,974.0,13985539,HDFC BANK
2025-09-10,965.9000244140625,973.9000244140625,961.7000122070312,973.9000244140625,18091100,HDFC BANK
2025-09-11,967.7999877929688,969.25,959.9000244140625,960.2999877929688,15113633,HDFC BANK
2025-09-12,967.2999877929688,970.75,962.25,969.9000244140625,14363519,HDFC BANK
2025-09-15,967.0499877929688,972.3499755859375,965.0,969.5999755859375,14486377,HDFC BANK
2025-09-16,966.8499755859375,969.3499755859375,961.2000122070312,961.2000122070312,18661794,HDFC BANK
2025-09-17,966.5,974.4000244140625,964.3499755859375,965.1500244140625,17361476,HDFC BANK
2025-09-18,976.9000244140625,979.6500244140625,969.25,973.2999877929688,17791598,HDFC BANK
2025-09-19,966.9000244140625,976.7000122070312,962.0999755859375,974.9000244140625,31243267,HDFC BANK
2025-09-22,964.2000122070312,971.2000122070312,961.9500122070312,964.0,10854415,HDFC BANK
2025-09-23,957.2000122070312,968.2000122070312,955.5,967.0,21022298,HDFC BANK
2025-09-24,951.0499877929688,956.4500122070312,943.0,952.2000122070312,15117220,HDFC BANK
2025-09-25,949.8499755859375,958.0,947.4000244140625,952.5,31413279,HDFC BANK
2025-09-26,945.0499877929688,951.4500122070312,941.2999877929688,945.0999755859375,14874656,HDFC BANK
2025-09-29,950.2999877929688,956.7999877929688,939.0999755859375,946.0499877929688,32398179,HDFC BANK
2025-09-30,951.0,960.0,946.2999877929688,958.0499877929688,28296687,HDFC BANK
2025-10-01,965.25,969.5999755859375,946.0,952.7000122070312,25350832,HDFC BANK
2025-10-03,965.1500244140625,966.75,952.0,952.0,26658296,HDFC BANK
2025-10-06,973.4500122070312,977.4000244140625,962.0,971.9000244140625,18542683,HDFC BANK
2025-10-07,982.5,989.8499755859375,971.0,974.0,25535736,HDFC BANK
2025-10-08,978.7000122070312,985.9000244140625,974.5499877929688,976.0,15939710,HDFC BANK
2025-10-09,977.0999755859375,979.0,970.1500244140625,974.5,15370950,HDFC BANK
2025-10-10,980.9000244140625,986.2000122070312,978.0999755859375,979.0,13757080,HDFC BANK
2025-10-13,977.0,981.0,972.0,974.2999877929688,18634254,HDFC BANK
2025-10-14,977.1500244140625,980.4500122070312,967.0,970.0,22934382,HDFC BANK
2025-10-15,978.25,984.9000244140625,973.3499755859375,975.0,23310447,HDFC BANK
2025-10-16,994.3499755859375,996.5999755859375,981.5,982.6500244140625,22936566,HDFC BANK
2025-10-17,1002.5499877929688,1009.0,986.0,993.9500122070312,25210511,HDFC BANK
2025-10-20,1002.9500122070312,1020.0,997.0,997.0,22195202,HDFC BANK
2025-10-21,1007.7000122070312,1010.0,1004.0,1006.0,3471600,HDFC BANK
2025-10-23,1008.7999877929688,1020.5,1006.0,1016.0,43526526,HDFC BANK
2025-10-24,994.75,1011.9500122070312,991.2999877929688,1011.0,17707768,HDFC BANK
2025-10-27,1002.9500122070312,1009.0499877929688,996.2000122070312,996.5,15700796,HDFC BANK
2025-10-28,1003.5499877929688,1008.0,995.0,997.6500244140625,33904289,HDFC BANK
2025-10-29,1007.8499755859375,1012.5,1000.0,1004.9000244140625,17769445,HDFC BANK
2025-10-30,998.1500244140625,1009.5,997.0999755859375,1000.0,19962917,HDFC BANK
2025-10-31,987.2999877929688,1004.4500122070312,981.1500244140625,994.0,23221330,HDFC BANK
2025-11-03,992.6500244140625,994.5499877929688,983.2999877929688,985.0,16607180,HDFC BANK
2025-11-04,985.25,997.0,983.7000122070312,987.0,20024544,HDFC BANK
2025-11-06,984.6500244140625,991.0499877929688,974.0,981.0,22279516,HDFC BANK
2025-11-07,982.2999877929688,984.9000244140625,974.75,980.0,15004568,HDFC BANK
2025-11-10,984.5,990.9500122070312,980.2000122070312,982.2999877929688,15988262,HDFC BANK
2025-11-11,991.7000122070312,993.5,978.0,983.5,10200530,HDFC BANK
2025-11-12,989.5,999.0,987.7000122070312,998.7999877929688,13137263,HDFC BANK
2025-11-13,986.6500244140625,990.0999755859375,982.5999755859375,984.0,14124839,HDFC BANK
2025-11-14,989.5999755859375,991.6500244140625,976.0499877929688,976.0499877929688,21386965,HDFC BANK
2025-11-17,996.5499877929688,997.9500122070312,985.5999755859375,991.25,18396408,HDFC BANK
2025-11-18,992.4500122070312,999.0,990.0,997.6500244140625,20002640,HDFC BANK
2025-11-19,994.5999755859375,996.5499877929688,984.0,990.0,19813847,HDFC BANK
2025-11-20,1008.8499755859375,1011.5999755859375,992.4500122070312,995.2999877929688,19850865,HDFC BANK
2025-11-21,998.0499877929688,1008.2999877929688,996.5499877929688,1003.0999755859375,17499897,HDFC BANK
2025-11-24,999.1500244140625,1011.4500122070312,993.5999755859375,1000.0,32204053,HDFC BANK
2025-11-25,989.7999877929688,1006.0999755859375,988.4000244140625,1004.0,24989383,HDFC BANK
2025-11-26,1003.9000244140625,1006.9500122070312,981.2999877929688,981.2999877929688,19494356,HDFC BANK
2025-11-27,1009.5,1016.7999877929688,1001.0,1002.0999755859375,25536848,HDFC BANK
2025-11-28,1007.5999755859375,1012.0499877929688,1004.2000122070312,1007.0,15988807,HDFC BANK
2025-12-01,1002.0999755859375,1017.5,999.2999877929688,1017.5,16746566,HDFC BANK
2025-12-02,989.7999877929688,994.4000244140625,985.0,988.0,27316662,HDFC BANK
2025-12-03,1000.5,1002.2999877929688,986.0,986.0,15448777,HDFC BANK
2025-12-04,997.2000122070312,1004.7000122070312,993.0,1000.0,14528169,HDFC BANK
2025-12-05,1003.2999877929688,1008.0,990.2000122070312,992.0,12843366,HDFC BANK
2025-12-08,1003.0999755859375,1006.5,997.5,1000.0,12901022,HDFC BANK
2025-12-09,997.0999755859375,1002.7999877929688,994.0,994.9000244140625,15294322,HDFC BANK
2025-12-10,989.7999877929688,998.5,985.2999877929688,997.5,15322830,HDFC BANK
2025-12-11,1000.2999877929688,1002.7000122070312,988.5,990.0,11844809,HDFC BANK
2025-12-12,1001.5,1004.7000122070312,998.2000122070312,1003.0,11988618,HDFC BANK
2025-12-15,996.0999755859375,1001.7999877929688,992.0,992.0,9790060,HDFC BANK
2025-12-16,994.2999877929688,998.7000122070312,990.0999755859375,990.0999755859375,20049088,HDFC BANK
2025-12-17,984.0,996.0,980.7999877929688,996.0,19080922,HDFC BANK
2025-12-18,979.7000122070312,987.4000244140625,973.2999877929688,973.2999877929688,14912404,HDFC BANK
2025-12-19,985.5,988.0,978.7000122070312,987.0,25952384,HDFC BANK
2025-12-22,987.7000122070312,992.9000244140625,983.9000244140625,988.0,13540411,HDFC BANK
2025-12-23,996.5999755859375,998.9000244140625,987.7000122070312,990.5,17927849,HDFC BANK
2025-12-24,997.2000122070312,999.4000244140625,993.0,993.0,13699996,HDFC BANK
2025-12-26,992.0999755859375,997.2000122070312,987.7000122070312,996.0,9360853,HDFC BANK
2025-12-29,991.7000122070312,997.4000244140625,987.2000122070312,993.0999755859375,13545749,HDFC BANK
2025-12-30,990.9000244140625,995.0,982.2000122070312,990.2000122070312,33155849,HDFC BANK
2025-12-31,991.2000122070312,997.5999755859375,987.5999755859375,991.0,10963454,HDFC BANK
2026-01-01,991.1500244140625,997.5499877929688,989.5,993.5,7132074,HDFC BANK
2026-01-02,1001.5999755859375,1003.2000122070312,988.7999877929688,991.1500244140625,11751459,HDFC BANK
2026-01-05,977.5,1006.4000244140625,976.2999877929688,1005.75,27647379,HDFC BANK
2026-01-06,962.2000122070312,966.7000122070312,956.0,962.7000122070312,31988783,HDFC BANK
2026-01-07,949.0499877929688,956.4500122070312,946.0,956.0,52884712,HDFC BANK
2026-01-08,946.7000122070312,953.0,941.4000244140625,944.7000122070312,21928849,HDFC BANK
2026-01-09,939.0,950.5999755859375,933.2999877929688,945.0,38183839,HDFC BANK
2026-01-12,936.9500122070312,942.0,929.5999755859375,937.5,21071666,HDFC BANK
2026-01-13,937.3499755859375,947.7000122070312,932.5999755859375,947.7000122070312,32042827,HDFC BANK
2026-01-14,925.4500122070312,940.0499877929688,920.2000122070312,930.0,36688248,HDFC BANK
2026-01-15,925.4500122070312,925.4500122070312,925.4500122070312,925.4500122070312,0,HDFC BANK
2026-01-16,931.0999755859375,935.9500122070312,919.2000122070312,922.0,37780235,HDFC BANK
2026-01-19,927.9000244140625,936.1500244140625,919.5,935.9000244140625,38191942,HDFC BANK
2026-01-20,931.2000122070312,934.5,919.5999755859375,929.2999877929688,36022727,HDFC BANK
2026-01-21,920.3499755859375,932.1500244140625,915.5,925.0,32766854,HDFC BANK
2026-01-22,918.7000122070312,928.2999877929688,913.2000122070312,928.0,44444755,HDFC BANK
2026-01-23,916.0999755859375,926.0999755859375,909.25,920.0,30985247,HDFC BANK
2026-01-27,926.4000244140625,931.2000122070312,905.0,906.0,44753093,HDFC BANK
2026-01-28,932.7000122070312,941.4500122070312,928.4000244140625,932.5,35347138,HDFC BANK
2026-01-29,935.5,939.2999877929688,924.3499755859375,930.0999755859375,37175628,HDFC BANK
2026-01-30,929.25,938.9000244140625,927.75,930.0,29691233,HDFC BANK
2026-02-02,928.0999755859375,929.7999877929688,909.2999877929688,915.0,28032106,HDFC BANK
2026-02-03,948.7000122070312,994.0,945.0,983.75,50336968,HDFC BANK
2026-02-04,953.0999755859375,957.2000122070312,947.9500122070312,952.5,24366770,HDFC BANK
2026-02-05,949.7000122070312,956.0499877929688,946.7000122070312,956.0,28103169,HDFC BANK
2026-02-06,941.0999755859375,948.0999755859375,937.5999755859375,945.0,18120272,HDFC BANK
2026-02-09,937.25,950.0,935.3499755859375,945.0,23947829,HDFC BANK
2026-02-10,932.4000244140625,940.9000244140625,929.9500122070312,930.0,31525385,HDFC BANK
2026-02-11,927.0999755859375,936.0,925.2999877929688,931.25,24869804,HDFC BANK
2026-02-12,920.5999755859375,928.5999755859375,918.5,927.0,33872203,HDFC BANK
2026-02-13,903.9000244140625,928.2000122070312,901.0,913.0,50188359,HDFC BANK
2026-02-16,925.7999877929688,929.5,902.0999755859375,903.9000244140625,18806989,HDFC BANK
2026-02-17,925.7000122070312,928.0999755859375,918.5999755859375,923.0,22599629,HDFC BANK
2026-02-18,924.7000122070312,925.5,919.5499877929688,923.2000122070312,12738702,HDFC BANK
2026-02-19,915.5999755859375,929.2000122070312,912.4500122070312,929.0,21209234,HDFC BANK
2026-02-20,911.8499755859375,917.8499755859375,908.4000244140625,911.0,22654907,HDFC BANK
2026-02-23,923.5999755859375,925.6500244140625,915.25,916.5,23270122,HDFC BANK
2026-02-24,910.5,927.9500122070312,909.1500244140625,927.9500122070312,31313985,HDFC BANK
2026-02-25,907.5999755859375,916.0,903.0999755859375,910.5499877929688,27884303,HDFC BANK
2026-02-26,898.5999755859375,912.0,895.0,912.0,41165937,HDFC BANK
2026-02-27,887.75,898.9500122070312,885.0,898.5999755859375,34620755,HDFC BANK
2026-03-02,879.4000244140625,887.75,871.5499877929688,876.2000122070312,38378924,HDFC BANK
2026-03-04,868.6500244140625,879.2999877929688,848.0,848.0,39862322,HDFC BANK
2026-03-05,877.75,881.4000244140625,863.5,873.8499755859375,31324582,HDFC BANK
2026-03-06,857.0499877929688,871.7000122070312,855.0999755859375,868.0499877929688,34439647,HDFC BANK
2026-03-09,840.7000122070312,842.4500122070312,821.5,825.0,35592613,HDFC BANK
2026-03-10,849.4500122070312,856.7999877929688,840.5999755859375,850.0499877929688,52866024,HDFC BANK
2026-03-11,833.9500122070312,848.8499755859375,827.5999755859375,845.0,42261076,HDFC BANK
2026-03-12,832.75,836.4000244140625,820.0999755859375,820.0999755859375,46107561,HDFC BANK
2026-03-13,817.0,823.7999877929688,812.0,820.0,41700464,HDFC BANK
2026-03-16,840.5999755859375,844.5,815.6500244140625,817.0,52182605,HDFC BANK
2026-03-17,845.3499755859375,848.9000244140625,835.0999755859375,847.7000122070312,38826979,HDFC BANK
2026-03-18,843.0499877929688,846.7999877929688,831.5999755859375,845.3499755859375,23507063,HDFC BANK
2026-03-19,798.2000122070312,815.6500244140625,770.0,770.0,171637393,HDFC BANK
2026-03-20,780.4500122070312,793.75,778.2000122070312,785.0,103118533,HDFC BANK
2025-03-20,3444.123779296875,3459.3960314822807,3394.68252652922,3394.68252652922,2845192,TCS
2025-03-21,3458.57470703125,3495.450223009194,3349.252685164703,3358.9186380800415,4161925,TCS
2025-03-24,3507.72607421875,3527.8313042718337,3447.458997008205,3479.743186623358,1834751,TCS
2025-03-25,3535.56396484375,3586.0685693582973,3516.473707634902,3523.2398747468987,3135390,TCS
2025-03-26,3514.34716796875,3557.553929809202,3504.7295921250025,3525.897934373459,1734499,TCS
2025-03-27,3529.232666015625,3540.638537603521,3489.892285017066,3494.0970689111577,2528474,TCS
2025-03-28,3485.687255859375,3538.656721076703,3471.9132739836596,3529.0391458412178,2051919,TCS
2025-04-01,3432.1865234375,3464.277439125219,3407.248318336048,3453.354865404157,2618493,TCS
2025-04-02,3425.5654296875,3445.0424669343693,3412.129849162714,3425.6138066504323,1764313,TCS
2025-04-03,3289.46875,3385.0167912281404,3282.702582798802,3374.3842427691143,4537821,TCS
2025-04-04,3189.184326171875,3286.085501586113,3185.414699028632,3250.2733357697866,5317367,TCS
2025-04-07,3164.68115234375,3181.4514379526936,2953.963392712106,2996.445205771086,6623955,TCS
2025-04-08,3182.94970703125,3237.1274167268007,3146.5574911118592,3191.7458179951013,5557558,TCS
2025-04-09,3138.1484375,3160.766673429551,3104.7525222396634,3151.63239491897,2990265,TCS
2025-04-11,3123.552490234375,3188.7492913945475,3098.904311833949,3179.663390613554,7108961,TCS
2025-04-15,3139.69482421875,3203.683386247662,3130.415650876791,3203.683386247662,3512160,TCS
2025-04-16,3164.43994140625,3168.596348657385,3121.136422017699,3139.695005759879,2384391,TCS
2025-04-17,3188.701171875,3193.2443586174536,3110.50370573642,3137.085076745666,2932346,TCS
2025-04-21,3210.642822265625,3241.960413439671,3174.3955010062373,3180.195072407739,2432946,TCS
2025-04-22,3203.68310546875,3222.531712274605,3184.931252579041,3211.6093750675464,2710498,TCS
2025-04-23,3298.98974609375,3306.625754540036,3225.818529364827,3252.593171873855,3543923,TCS
2025-04-24,3287.970458984375,3298.5062526941524,3274.534643572778,3287.487161364933,2252175,TCS
2025-04-25,3332.820556640625,3361.625143451318,3291.256959211522,3305.7558885472554,2742991,TCS
2025-04-28,3328.470703125,3342.2930622298845,3291.2567864500143,3320.2546435993536,1593296,TCS
2025-04-29,3356.502197265625,3378.250591632357,3315.808440523134,3339.586779424834,1578332,TCS
2025-04-30,3338.329833984375,3392.652437661013,3253.5594811525652,3356.018573547744,2809332,TCS
2025-05-02,3316.38818359375,3374.867194117627,3305.7556362257724,3356.0185874198487,1721761,TCS
2025-05-05,3338.909912109375,3387.4329449049897,3331.27366828836,3334.753505470742,1284443,TCS
2025-05-06,3344.419921875,3356.9856614658597,3322.1882287527096,3344.419921875,1324763,TCS
2025-05-07,3330.017578125,3343.936456116555,3306.335993163342,3306.335993163342,1477128,TCS
2025-05-08,3333.690185546875,3360.8516058321925,3314.165009149484,3332.8203442362383,2543591,TCS
2025-05-09,3325.377685546875,3331.0805031274213,3284.5874131966707,3285.457254527544,2531757,TCS
2025-05-12,3499.46142578125,3509.22413241534,3385.209911911905,3387.916425868549,2228678,TCS
2025-05-13,3397.58251953125,3501.9748131612287,3393.232840630001,3499.461570957545,3062887,TCS
2025-05-14,3430.15673828125,3442.0459078220697,3391.396407841002,3403.3820953219624,2119499,TCS
2025-05-15,3460.314208984375,3479.7428677232297,3396.7124309124556,3444.9454390459973,3548330,TCS
2025-05-16,3442.3359375,3473.84680313206,3427.6437359304055,3473.84680313206,1666727,TCS
2025-05-19,3401.255615234375,3431.413341631395,3386.659931697025,3431.413341631395,2537377,TCS
2025-05-20,3381.440185546875,3439.145874352896,3377.283778805233,3413.8211261851047,2038374,TCS
2025-05-21,3408.021728515625,3418.8475485914832,3381.4403579795026,3390.8162851170264,1440153,TCS
2025-05-22,3360.8515625,3380.956790168703,3336.0101126719387,3378.2502763697153,2034383,TCS
2025-05-23,3397.196044921875,3416.9144952813326,3349.8328737001534,3360.851966080111,1274331,TCS
2025-05-26,3419.13720703125,3426.579942784697,3392.8458651045166,3403.3816582637282,967470,TCS
2025-05-27,3381.82666015625,3421.747090070775,3366.7479162656796,3414.014328285304,2467680,TCS
2025-05-28,3380.860107421875,3411.114585484783,3376.31715701285,3402.4152283668,1222933,TCS
